"FileSize","IsLogFull","LastAccessTime","LastWriteTime","OldestRecordNumber","RecordCount","LogName","LogType","LogIsolation","IsEnabled","IsClassicLog","SecurityDescriptor","LogFilePath","MaximumSizeInBytes","LogMode","OwningProviderName","ProviderNames","ProviderLevel","ProviderKeywords","ProviderBufferSize","ProviderMinimumNumberOfBuffers","ProviderMaximumNumberOfBuffers","ProviderLatency","ProviderControlGuid"
"69632","False","9/3/2021 15:32:41","7/30/2021 14:03:17","1","19","Microsoft-Windows-Troubleshooting-Recommended/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Troubleshooting-Recommended%4Operational.evtx","1052672","Circular","Microsoft-Windows-Troubleshooting-Recommended","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-Troubleshooting-Recommended/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Troubleshooting-Recommended%4Admin.evtx","1052672","Circular","Microsoft-Windows-Troubleshooting-Recommended","System.String[]",,,"64","0","64","1000",
"1052672","False","9/3/2021 14:10:33","9/3/2021 08:49:38","625","640","Microsoft-Windows-Time-Service/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Time-Service%4Operational.evtx","1052672","Circular","Microsoft-Windows-Time-Service","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-Time-Service-PTP-Provider/PTP-Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Time-Service-PTP-Provider%4PTP-Operational.evtx","1052672","Circular","Microsoft-Windows-Time-Service-PTP-Provider","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-TerminalServices-ServerUSBDevices/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-ServerUSBDevices%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-ServerUSBDevices","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","9/3/2021 06:24:43","1","21","Microsoft-Windows-TerminalServices-ServerUSBDevices/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-ServerUSBDevices%4Admin.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-ServerUSBDevices","System.String[]",,,"64","0","64","1000",
"1052672","False","9/3/2021 14:10:33","9/3/2021 13:27:05","1","580","Microsoft-Windows-TerminalServices-RemoteConnectionManager/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-RemoteConnectionManager","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","9/3/2021 13:27:05","1","21","Microsoft-Windows-TerminalServices-RemoteConnectionManager/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Admin.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-RemoteConnectionManager","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","9/2/2021 22:44:59","1","14","Microsoft-Windows-TerminalServices-RDPClient/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-RDPClient%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-ClientActiveXCore","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-TerminalServices-Printers/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-Printers%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-Printers","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","8/5/2021 13:51:34","1","1","Microsoft-Windows-TerminalServices-Printers/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-Printers%4Admin.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-Printers","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-TerminalServices-PnPDevices/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-PnPDevices%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-PnPDevices","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","9/3/2021 06:24:43","1","21","Microsoft-Windows-TerminalServices-PnPDevices/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-PnPDevices%4Admin.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-PnPDevices","System.String[]",,,"64","0","64","1000",
"1052672","False","9/3/2021 14:10:33","9/3/2021 13:27:05","1","847","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-LocalSessionManager","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/29/2021 07:18:00","0","0","Microsoft-Windows-TerminalServices-LocalSessionManager/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-LocalSessionManager","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-TerminalServices-ClientUSBDevices/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-ClientUSBDevices%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-ClientUSBDevices","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-TerminalServices-ClientUSBDevices/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-ClientUSBDevices%4Admin.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-ClientUSBDevices","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-TCPIP/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TCPIP%4Operational.evtx","1052672","Circular","Microsoft-Windows-TCPIP","System.String[]",,,"64","0","16","1000",
"10489856","False","9/3/2021 15:32:41","9/3/2021 15:31:34","63840","17257","Microsoft-Windows-TaskScheduler/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TaskScheduler%4Operational.evtx","10485760","Circular","Microsoft-Windows-TaskScheduler","System.String[]",,,"64","0","64","1000",
"1052672","False","9/3/2021 14:10:33","9/3/2021 07:47:21","1","740","Microsoft-Windows-TaskScheduler/Maintenance","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TaskScheduler%4Maintenance.evtx","1052672","Circular","Microsoft-Windows-TaskScheduler","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-SystemSettingsThreshold/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-SystemSettingsThreshold%4Operational.evtx","1052672","Circular","Microsoft-Windows-SystemSettingsThreshold","System.String[]",,,"64","0","64","1000",
"1118208","False","9/3/2021 14:10:33","9/3/2021 07:14:51","1","393","Microsoft-Windows-Storsvc/Diagnostic","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Storsvc%4Diagnostic.evtx","16777216","Circular","Microsoft-Windows-Storsvc","System.String[]",,,"64","0","16","1000",
"20058112","False","9/3/2021 15:33:00","9/3/2021 15:33:00","366724","16984","Microsoft-Windows-Store/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Store%4Operational.evtx","20000000","Circular","Microsoft-Windows-Store","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-StorageSpaces-SpaceManager/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-SpaceManager%4Operational.evtx","1052672","Circular","Microsoft-Windows-StorageSpaces-SpaceManager","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-StorageSpaces-SpaceManager/Diagnostic","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-SpaceManager%4Diagnostic.evtx","16777216","Circular","Microsoft-Windows-StorageSpaces-SpaceManager","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-StorageSpaces-Parser/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-Parser%4Operational.evtx","1052672","Circular","Microsoft-Windows-StorageSpaces-Parser","System.String[]",,,"64","0","16","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-StorageSpaces-Parser/Diagnostic","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-Parser%4Diagnostic.evtx","16777216","Circular","Microsoft-Windows-StorageSpaces-Parser","System.String[]",,,"64","0","16","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-StorageSpaces-ManagementAgent/WHC","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-ManagementAgent%4WHC.evtx","1052672","Circular","Microsoft-Windows-StorageSpaces-ManagementAgent","System.String[]",,,"64","0","64","1000",
"1052672","False","9/3/2021 14:10:33","9/3/2021 06:11:04","1","280","Microsoft-Windows-StorageSpaces-Driver/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Operational.evtx","1052672","Circular","Microsoft-Windows-StorageSpaces-Driver","System.String[]",,,"64","0","16","1000",
"69632","False","9/3/2021 15:32:41","6/29/2021 07:18:00","0","0","Microsoft-Windows-StorageSpaces-Driver/Diagnostic","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Diagnostic.evtx","16777216","Circular","Microsoft-Windows-StorageSpaces-Driver","System.String[]",,,"64","0","16","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-StorageSpaces-Api/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-Api%4Operational.evtx","1052672","Circular","Microsoft-Windows-StorageSpaces-Api","System.String[]",,,"64","0","16","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-StorageSettings/Diagnostic","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSettings%4Diagnostic.evtx","67108864","Circular","Microsoft-Windows-StorageSettings","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","8/28/2021 06:40:29","1","57","Microsoft-Windows-StorageManagement/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageManagement%4Operational.evtx","33554432","Circular","Microsoft-Windows-StorageManagement","System.String[]",,,"64","0","64","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-StorageManagement-PartUtil/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageManagement-PartUtil%4Operational.evtx","1052672","Circular","Microsoft-Windows-StorageManagement-PartUtil","System.String[]",,,"64","0","16","1000",
"69632","False","9/3/2021 15:32:41","6/30/2021 18:10:31","0","0","Microsoft-Windows-Storage-Tiering/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Storage-Tiering%4Admin.evtx","1052672","Circular","Microsoft-Windows-Storage-Tiering","System.String[]",,,"64","0","64","1000",
"10555392","False","9/3/2021 15:02:06","9/3/2021 15:02:06","1","8260","Microsoft-Windows-Storage-Storport/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Storage-Storport%4Operational.evtx","33554432","Circular","Microsoft-Windows-StorPort","System.String[]",,,"64","0","16","1000",
"1118208","False","9/3/2021 14:10:33","9/3/2021 06:24:43","1","322","Microsoft-Windows-Storage-Storport/Health","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Storage-Storport%4Health.evtx","6291456","Circular","Microsoft-Windows-StorPort","System.String[]",,,"64","0","16","1000",
